"procedure_key","procedure_name","requested_analysis_name","procedure_abbreviation","procedure_code","procedure_description","SSIR_42_v_5_Page_number","URL_to_SSIR_42_v_5"
465,"Biomass, Roots, C","Biomass, Roots, C","BIOROOT","6C1","SSIR No. 42, version 4, page 394","671","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=699"
466,"Biomass, POM, C","Biomass, POM, C","BIOPOM","6A4","SSIR No. 42, version 4, page 385","660","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=688"
467,"Biomass, Microbial, C","Biomass, Microbial, C","BIOMASS","6B1a1","SSIR No. 42, version 4, page 388","664","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=692"
468,"Biomass, CO3, C","Biomass, CO3, C","BIOCO3","6A3a","SSIR No. 42, version 4, page 381","655","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=683"
469,"Extractable Acidity, BaCl2-Triethanolamine, Centrifuge","Extractable Acidity, BaCl2-TEA","EXTRACIDC","4B2b1a1","SSIR No. 42, version 4, page 194","251","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=279"
470,"Biomass, 0.02 M KMnO4 Extractable, C","Biomass, 0.02 M KMnO4 Extractable, C","BIOKMNO4","6A2","SSIR No. 42, version 4, page 379","505","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=533"
471,"Anion Resin Extractable Phosphorus","Phosphorus, Anion Resin Extractable","AnResP","4D1a1a1a","SSIR No. 42, version 4, page 219","287","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=315"
472,"Electrical Conductivity, 1:20 (w/v)","Electrical Conductivity, 1:20,","EC20","EC20",,,
473,"Biomass, Glucose, C","Biomass, Glucose, C","BIOGLUCOSE","6A1","SSIR No. 42, version 4, page 376","652","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=680"
474,"Water Retention, 5 Bar, Pressure-Plate, <2mm","Water Retention, 5 Bar, Pressure-Plate, <2mm","H2O5Bar<2","3C2b","new method",,
475,"Phosphorus, Ground/Surface Water","Phosphorus, Ground/Surface Water","WatP","4I","SSIR No. 42, version 4, page 352","474","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=502"
476,"Elements, Mehlich III","Elements, Mehlich III","ElMehl3","4D6b","SSIR No. 42, version 4, page 249","345","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=373"
477,"Elements, Water Extract","Elements, Water Extract","ElWatExtr","4D2a2d1-22",,"312","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=340"
478,"Salts, Ground/Surface Water","Salts, Ground/Surface Water","WatSalts","4I2","SSIR No. 42, version 4, page 352","472","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=500"
479,"Elements, Ground/Surface Water","Elements, Ground/Surface Water","ElWat","4I3","SSIR No. 42, version 4, page 365","649","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=677"
480,"Anion Resin Water Phosphorus","Phosphorus, Anion Resin Ground/Surface Water","AnResPW","4D1a1a1a","SSIR No. 42, version 4, page 219","287","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=315"
481,"Equivalent Gypsum Content","Equivalent Gypsum Content","EGC","4E2b1a1",,"380","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=408"
482,"PSDA, Water Dispersible, Moist, Ultrasonic, Pipet","PSDA, Water Disp, Moist, Ultrasonic, Pipet","H2OPSDAMU","3A1a7b",,"72","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=100"
483,"PSDA, Water Dispersible, Air-Dry, Ultrasonic, Pipet","PSDA, Water Disp, Air-Dry, Ultrasonic, Pipet","H2OPSDAAU","3A1a7a",,"71","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=99"
484,"Surface Area N2 Adsorption","Surface Area N2 Adsorption","SA_N2BET","7A5a1","SSIR No. 42, version 4, page 418","540","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=568"
485,"PSDA, no pretreatment, Pipet","PSDA, Air-dry,","PSDA1","3A1i","Soil Characterization in Indiana, page 13 3A1i",,
486,"Organic Carbon, acid dichromate digestion, FeSO4 titration, Mebius","Organic Carbon","WBC3","6A1e","Soil Characterization in Indiana, page 19 6A1e",,
487,"Organic Carbon, acid dichromate digestion, FeSO4 titration, Nelson-Sommers","Organic Carbon","WBC4","6A1f","Soil Characterization in Indiana, page 20 6A1f",,
488,"PSDA, centrifuge","PSDA, Air-dry,","PSDA2","PSDA2","University of Idaho Laboratory Analysis 3A1j http://soils.ag.uidaho.edu/pedology/Analyses/index.htm",,
489,"Phosphorus Isotherm","Phosphorus Isotherm","PIsotherm","PIsotherm","University of Idaho Laboratory Analysis http://soils.ag.uidaho.edu/pedology/Analyses/index.htm",,
490,"Calcium, 1:1 soil/water Extraction, EDTA Titration","Soluble Salts, Ca","CA_11SWEX",,"USDA Handbook 60, titration with EDTA (Versenate), 7",,
491,"Magnesium, 1:1 soil/water Extraction, EDTA Titration","Soluble Salts, Mg","MG_11SWEX",,"USDA Handbook 60, titration with EDTA (Versenate), 7",,
492,"Sodium, 1:1 soil/water Extraction, Atomic Absorbtion","Soluble Salts, Na","NA_11SWEX",,"USDA Handbook 60",,
493,"Potassium, 1:1 soil/water Extraction, Atomic Absorbtion","Soluble Salts, K","K_11SWEX",,"USDA Handbook 60",,
494,"Carbonate, 1:1 soil/water Extraction, acid titration","Soluble Anions, CO3","11SWEXAn1",,"USDA Handbook 60, titration with acid, 12",,
495,"Bicarbonate, 1:1 soil/water Extraction, acid titration","Soluble Anions, HCO3","11SWEXAn1",,"USDA Handbook 60, titration with acid, 12",,
496,"Chloride, 1:1 soil/water Extraction, Mohr titration","Soluble Anions, Cl","11SWEXAn2",,"USDA Handbook 60, titration with silver nitrate, 13",,
497,"Sulfate, 1:1 soil/water Extraction, titration","Soluble Anions, SO4","11SWEXAn3",,"Fritz and Yamanura. 1955.",,
498,"1:1 soil/water Extraction","1:1 Extract and Soluble Salts","11SWEX","SWEX","USDA Handbook 60",,
499,"PSDA, Hydrometer, sand fractions wet sieved","PSDA, hydrometer, Air-dry,","PSDA_hyd1","hyd1","SSSA, Gee and Or, 2002, sand fractions wet sieved",,
500,"PSDA, coulter counter","PSDA, coulter counter, Air-dry,","PSDA3","PSDA3","University of Idaho Laboratory Analysis http://soils.ag.uidaho.edu/pedology/Analyses/index.htm",,
501,"X-ray Diffraction, Powder Mount","Mineralogy, X-ray Diffraction Powder Mount","XRAYPM","7A1c1",,,
502,"P-Nitrophenol, ▀-Glucosidase","P-Nitrophenol, ▀-Glucosidase","BIOBGLUCO","6A5","SSIR No. 42, version 4, page 640","513","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=541"
503,"Biomass, Hyper POM, C","Biomass, Hyper POM, C","BIOHPOM","6A4","SSIR No. 42, version 4, page 385","509","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=537"
504,"Visible Near Infrared","Visible Near Infrared","VNIR","7A6",,,
505,"PSDA, Ethanol Disp, Air-Dry, Ultrasonic, Pipet","PSDA, Ethanol Disp, Air-Dry, Ultrasonic, Pipet","EthPSDAAU","3A1a8a",,,
506,"Soil Color, C","Soil Color, 'C' standard light source","COLOR_C","Color_C","University of California at Davis analysis - measurement via CR-410",,
507,"Bulk Density, 3D","Bulk Density, 3D laser scanner","DB_3D","DB_3D","University of California at Davis analysis - https://www.soils.org/publications/sssaj/pdfs/72/6/1591",,
508,"Aluminum, Dithionite-Citrate-Bicarbonate Extraction","Dithionite-Citrate Extract, Al","AL_DITH","AL_DITH","U of Florida - http://flsoils.ifas.ufl.edu/params/citrate-dithionate.asp",,
509,"Water Release Curve","Water Release Curve","Wat_Rel_Cur","WatRC","U of Florida - http://flsoils.ifas.ufl.edu/params/waterrelease.asp",,
510,"Mid Infrared","Mid Infrared","MIR","7A7",,,
511,"Aluminum, Dithionite-Citrate Extraction, Aluminon I","Dithionite-Citrate Extract, Al","AL_DITH","AL_DITH","University of Idaho","941","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=969"
512,"Organic Carbon, dry combustion, CO2 evolution, gravimetric","Organic Carbon","OC","6A2d","University of Missouri, modified 6A2d",,
513,"X-ray Diffraction, Thin Film on Glass, Filter Peel","Clay Mineralogy, X-ray Diffraction","XRAY2","7A1b1",,"520","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=584"
514,"Elements, Xray Flourescence","Elements, Xray Flourescence","XRAYF","XRAYF","University of California, Soils were ground overnight in a ball mill, to approximately flour-like consistency. Ground samples where then placed into sample cups with a polypropylene cover. Samples were then scanned with a Niton portable X-Ray fluorescence",,
515,"Calcium Carbonate Equivalent, HCl,","Calcium Carbonate Equivalent, <2mm","CACO3","CACO3","CaCO3 equivalent, Procedure 23b, USDA Handbook 60, US. Salinity Lab. 1954.",,
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3a1","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3b","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3d","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3e","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3f","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
516,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","BRAYP","Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
517,"PSDA, pipette with silt by elutriation, Air-dry,","PSDA, pipette with silt by elutriation, Air-dry,","PSDA4","PSDA4","Silt by elutriation, sand by sieving",,
518,"Water Retention, 0 Bar, Pressure-Plate, <2mm","Water Retention, 0 Bar, Pressure-Plate, <2mm","H2O0Bar<2","H2O0Bar","Water Content at saturation",,
519,"Water Retention, 0.33 Bar, Centrifuge, <2mm","Water Retention, 0.33 Bar, Centrifuge, <2mm","H2O.33Br<2",,"Centrifuge. Briggs, L.J. and J.W. McLane \"The Moisture equivalent of soils\". USDA Bureau of Soils Bulletin 45, pp 1-23.",,
520,"CEC and Cations, NH4OAc","CEC and Cations, Routine","CECNH4_TAMU","4B1a1","modified USDA Handbook 60","230","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=258"
520,"CEC and Cations, NH4OAc","CEC and Cations, Routine","CECNH4_TAMU","CECNH4_TAMU","modified USDA Handbook 60",,
521,"Saturated Paste and Soluble Salts","Saturated Paste and Soluble Salts","SATP_TAMU","4F2","modified USDA Handbook 60","390","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=418"
521,"Saturated Paste and Soluble Salts","Saturated Paste and Soluble Salts","SATP_TAMU","SATP_TAMU","modified USDA Handbook 60",,
522,"Carbonate, Chittick gasometric apparatus","Carbonate, Chittick","CARB_TAMU","CARB_TAMU","Quantitative gasometric determination of calcite and dolomite by using Chittick apparatus (http://www.geotech.ou.edu/ART/research/ChittickProcedure.pdf)","655","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=683"
523,"Organic Matter by Loss on Ignition","OM LOI","OM_LOI","OMLOI",,,
524,"Magnesium, NH4OAc Extraction, Colorimetric","Extractable Cations, Mg","MgExCat12","6O2f","Color was developed by successive additions of hydroxylamine chloride solution, gum Arabic solution, clayton yellow solution and NaOH solution. Each addition is followed by shaking. The color of the test solution is compared visually with the colors of pr",,
