"data_tier_desc","column_index","column_name","analyte_name","analyte_abbrev","analyte_code","analyte_type","analyte_data_type","analyte_format","uom_abbrev","analyte_desc","calc_size_frac"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 34","al_sat_cecd34","AlSat_d-40_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 34","al_sat_cecd34","AlSat_d-40_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 33","al_sat_cecd33","AlSat_d-39_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 33","al_sat_cecd33","AlSat_d-39_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 32","al_sat_cecd32","AlSat_d-38_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 32","al_sat_cecd32","AlSat_d-38_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 31","al_sat_cecd31","AlSat_d-37_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 31","al_sat_cecd31","AlSat_d-37_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 30","al_sat_cecd30","AlSat_d-36_S-SK","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 30","al_sat_cecd30","AlSat_d-36_S-SK","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 29","al_sat_cecd29","AlSat_d-35_N","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 29","al_sat_cecd29","AlSat_d-35_N","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 28","al_sat_cecd28","AlSat_d-34_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 28","al_sat_cecd28","AlSat_d-34_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 27","al_sat_cecd27","AlSat_d-33_GP","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 27","al_sat_cecd27","AlSat_d-33_GP","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 26","al_sat_cecd26","AlSat_d-32_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 26","al_sat_cecd26","AlSat_d-32_S","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 29","ecec_cecd29","ECEC_d-35_N","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 29","ecec_cecd29","ECEC_d-35_N","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 29","ecec_cecd29","ECEC_d-35_N","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 35","ecec_cecd35","ECEC_d-41_N","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 35","ecec_cecd35","ECEC_d-41_N","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 35","ecec_cecd35","ECEC_d-41_N","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 34","ecec_cecd34","ECEC_d-40_M","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 34","ecec_cecd34","ECEC_d-40_M","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 34","ecec_cecd34","ECEC_d-40_M","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 33","ecec_cecd33","ECEC_d-39_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 33","ecec_cecd33","ECEC_d-39_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 33","ecec_cecd33","ECEC_d-39_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 32","ecec_cecd32","ECEC_d-38_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 32","ecec_cecd32","ECEC_d-38_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 32","ecec_cecd32","ECEC_d-38_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 31","ecec_cecd31","ECEC_d-37_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 31","ecec_cecd31","ECEC_d-37_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 31","ecec_cecd31","ECEC_d-37_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 30","ecec_cecd30","ECEC_d-36_S-SK","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 30","ecec_cecd30","ECEC_d-36_S-SK","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 30","ecec_cecd30","ECEC_d-36_S-SK","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 28","ecec_cecd28","ECEC_d-34_M","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 28","ecec_cecd28","ECEC_d-34_M","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 28","ecec_cecd28","ECEC_d-34_M","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 27","ecec_cecd27","ECEC_d-33_GP","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 27","ecec_cecd27","ECEC_d-33_GP","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 27","ecec_cecd27","ECEC_d-33_GP","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 26","ecec_cecd26","ECEC_d-32_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 26","ecec_cecd26","ECEC_d-32_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 26","ecec_cecd26","ECEC_d-32_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Andic Soil Properties Tier 2",13,"si8plusfe2_ox","Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 4","si8plusfe2_ox","si8pfe2_d-4_M","derived_analyte","F","5","% wt","The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.",
"Andic Soil Properties Tier 2",13,"si8plusfe2_ox","Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 3","si8plusfe2_ox","si8pfe2_d-3_M","derived_analyte","F","5","% wt","The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.",
"Andic Soil Properties Tier 2",13,"si8plusfe2_ox","Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 2","si8plusfe2_ox","si8pfe2_d-2_M","derived_analyte","F","5","% wt","The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.",
"Andic Soil Properties Tier 2",13,"si8plusfe2_ox","Si, Ox times 8 plus Fe, Ox times 2, M prep, Inst Set 1","si8plusfe2_ox","si8pfe2_d-1_M","derived_analyte","F","5","% wt","The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. M prep.",
"Andic Soil Properties Tier 2",13,"si8plusfe2_ox","Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 4","si8plusfe2_ox","si8pfe2_d-4_GP","derived_analyte","F","5","% wt","The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.",
"Andic Soil Properties Tier 2",13,"si8plusfe2_ox","Si, Ox times 8 plus Fe, Ox times 2, GP prep, Inst Set 3","si8plusfe2_ox","si8pfe2_d-3_GP","derived_analyte","F","5","% wt","The amount of ammonium oxalate extractable silica times 8 plus the amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. GP prep.",
